,escuela,sexo,edad,entorno,TamFam,EstPadres,PMedu,Mtrab,Ptrab,razon,tutor,TiempoViaje,TiempoEstudio,suspensos,apoyo,ApFam,academia,extras,enfermeria,EstSup,internet,pareja,RelFam,TiempoLib,SalAm,Alc,salud,faltas,asignatura,T1,T2,T3
416,BG,F,16,U,>=4,J,3.5,docencia,otros,otros,madre,1,2.0,0,no,no,si,si,si,si,si,si,1.0,3,2,1,1,10,M,11,12,13
417,BG,F,16,U,>=4,J,3.5,servicios,servicios,reputacion,madre,1,3.0,0,no,si,no,si,si,si,si,no,3.0,2,3,1,2,10,L,13,13,14
418,IC,M,15,U,<4,J,3.0,casa,casa,reputacion,padre,1,2.0,0,no,si,no,si,si,si,si,no,5.0,3,3,1,5,0,L,11,11,11
419,BG,M,15,U,<4,S,2.5,servicios,otros,cercania,madre,1,2.0,0,no,si,si,no,si,si,si,no,4.0,2,2,1,1,0,M,16,18,19
420,BG,M,15,U,>=4,J,3.0,docencia,otros,reputacion,madre,1,2.0,0,no,no,no,no,si,si,si,no,4.0,4,1,1,1,0,M,13,14,15
421,BG,F,16,U,>=4,J,3.5,casa,otros,optativas,madre,1,2.0,0,no,si,no,no,si,si,si,no,2.0,4,3,1,3,12,M,5,5,5
422,IC,M,18,U,>=4,J,2.5,casa,casa,optativas,madre,1,2.0,2,no,si,no,si,si,no,si,no,4.0,4,5,2,3,9,L,4,8,8
423,BG,M,17,R,<4,J,1.5,otros,otros,reputacion,madre,1,1.0,3,no,no,no,no,si,si,no,no,2.0,2,2,3,5,14,L,9,8,10
424,BG,M,15,U,>=4,J,3.5,otros,otros,cercania,madre,1,2.0,0,no,si,no,si,si,si,si,no,5.0,5,1,1,5,0,L,12,12,13
425,BG,F,17,R,<4,J,2.5,servicios,otros,otros,madre,1,1.0,0,no,si,si,no,si,si,no,no,5.0,2,1,1,3,12,M,8,10,10
426,IC,M,18,R,>=4,J,3.0,otros,otros,cercania,padre,2,1.0,1,no,no,si,no,si,si,no,no,5.0,4,3,4,3,14,M,6,5,5
427,BG,F,16,U,>=4,J,1.5,otros,otros,optativas,madre,1,2.0,0,no,si,no,no,si,si,no,si,4.0,3,5,1,5,0,L,13,12,12
428,BG,M,15,U,<4,J,2.5,docencia,otros,optativas,madre,1,1.0,0,no,no,no,no,si,si,si,no,3.0,5,2,1,3,10,M,18,19,19
429,BG,M,16,U,>=4,J,2.5,otros,otros,cercania,padre,2,1.0,0,no,no,no,no,si,si,si,no,5.0,3,3,1,3,0,L,13,12,12
430,BG,F,18,U,>=4,J,3.0,casa,otros,optativas,padre,1,2.0,0,no,si,no,no,si,si,si,no,4.0,1,4,1,3,8,L,11,12,14
431,BG,M,18,U,<4,J,3.0,docencia,servicios,optativas,madre,2,1.0,0,no,no,si,si,si,si,si,no,4.0,2,3,1,1,8,M,10,11,10
432,BG,F,19,U,>=4,J,3.0,otros,servicios,cercania,otros,1,2.0,2,no,si,si,si,si,si,si,no,4.0,3,5,3,5,15,M,9,9,9
433,IC,F,16,R,<4,J,1.5,otros,otros,reputacion,madre,2,1.0,0,no,no,no,si,si,si,si,no,5.0,4,5,2,2,0,L,14,14,15
434,BG,M,15,U,>=4,J,4.0,servicios,servicios,reputacion,madre,2,2.0,0,no,si,no,si,si,si,si,no,4.0,3,1,1,5,0,M,17,16,17
435,BG,F,16,U,>=4,S,2.0,otros,otros,cercania,madre,1,1.0,1,no,no,no,no,si,si,no,no,5.0,3,4,1,5,12,L,13,11,11
436,BG,M,16,U,>=4,J,4.0,sanidad,otros,optativas,madre,1,1.0,0,no,si,no,si,si,si,si,no,3.0,4,4,2,5,4,L,12,13,13
437,BG,M,17,U,<4,J,3.0,docencia,otros,optativas,madre,2,2.0,0,no,no,si,si,si,si,si,no,4.0,4,4,4,4,4,M,10,9,9
438,BG,F,18,U,<4,J,3.5,sanidad,servicios,optativas,madre,2,1.0,0,no,si,no,no,si,si,si,no,3.0,2,4,2,1,8,L,12,12,15
439,BG,F,17,U,>=4,J,3.5,servicios,otros,optativas,madre,1,3.0,0,no,no,no,no,si,si,si,no,4.0,4,5,2,5,16,M,16,15,15
440,BG,F,15,R,<4,J,2.0,sanidad,servicios,reputacion,madre,2,2.0,0,si,si,si,no,si,si,si,no,4.0,1,3,2,4,2,M,8,9,8
441,IC,F,18,R,>=4,J,2.0,casa,otros,otros,madre,2,3.0,0,no,no,si,no,si,si,no,no,5.0,3,3,2,4,2,M,10,9,10
442,BG,M,15,U,>=4,J,2.5,otros,servicios,optativas,padre,1,1.0,0,si,si,si,si,no,si,si,si,3.0,2,2,2,3,2,M,10,12,12
443,BG,M,18,U,>=4,J,2.5,docencia,servicios,cercania,madre,2,1.0,0,no,no,no,si,si,si,si,no,3.0,2,4,2,3,6,L,11,12,12
444,BG,M,18,U,>=4,J,3.0,sanidad,otros,reputacion,padre,1,2.0,0,no,si,si,si,si,si,si,si,5.0,4,5,2,5,10,M,10,9,10
445,IC,F,18,U,>=4,J,4.0,docencia,docencia,reputacion,madre,2,2.0,0,no,no,no,si,no,si,si,no,4.0,3,5,1,1,0,L,18,18,18
446,BG,F,15,U,>=4,J,2.0,otros,otros,optativas,madre,1,4.0,0,si,si,si,no,si,si,si,no,5.0,1,2,1,3,8,M,7,8,8
447,BG,F,17,U,>=4,J,4.0,sanidad,sanidad,optativas,madre,1,2.0,0,no,no,no,si,si,si,si,no,5.0,3,4,1,5,2,L,14,15,17
448,IC,M,15,U,<4,S,2.0,otros,otros,reputacion,madre,3,4.0,0,no,si,no,si,si,si,no,no,5.0,4,5,2,5,8,L,13,14,14
449,BG,F,17,U,>=4,J,3.0,casa,sanidad,reputacion,madre,2,2.0,0,no,si,no,no,si,si,si,si,4.0,3,3,1,1,6,L,15,16,16
450,BG,F,17,U,>=4,J,1.0,casa,otros,reputacion,madre,1,3.0,1,no,si,no,si,si,si,no,si,4.0,3,4,1,5,0,M,6,5,0
451,BG,M,19,U,>=4,J,1.5,otros,servicios,optativas,otros,1,2.0,1,no,no,no,no,no,si,si,no,4.0,5,2,2,4,3,M,13,11,11
452,BG,M,19,R,>=4,J,2.5,otros,servicios,reputacion,padre,1,2.0,1,no,no,no,si,si,si,no,si,4.0,5,3,1,5,0,M,15,12,12
453,IC,F,16,U,<4,J,2.5,otros,otros,cercania,madre,2,2.0,0,no,si,no,si,si,si,si,no,1.0,2,4,2,1,8,L,9,10,10
454,BG,M,18,U,<4,J,3.5,servicios,otros,cercania,madre,1,2.0,0,no,no,no,si,si,si,si,si,4.0,3,3,2,5,6,L,16,16,17
455,BG,F,16,U,>=4,S,3.0,otros,otros,optativas,otros,2,1.0,2,no,si,no,si,no,si,si,si,4.0,3,2,1,5,0,M,4,0,0
456,IC,F,17,U,>=4,S,1.5,otros,otros,otros,madre,2,2.0,0,no,no,no,no,si,si,si,si,4.0,4,5,1,4,1,L,11,9,10
457,BG,F,18,U,>=4,J,2.0,otros,otros,optativas,madre,1,1.0,0,no,si,no,si,si,si,si,si,4.0,3,5,3,5,2,L,10,10,10
458,IC,F,19,R,>=4,J,1.0,casa,otros,optativas,otros,2,2.0,1,no,si,no,no,si,si,si,si,4.0,3,3,1,3,4,L,7,8,9
459,BG,M,16,U,<4,J,2.0,otros,otros,reputacion,madre,2,2.0,0,no,si,no,si,si,si,si,no,5.0,4,4,3,5,2,L,10,10,10
460,BG,M,15,U,<4,J,3.0,otros,otros,optativas,madre,1,2.0,0,no,no,no,si,no,si,si,no,5.0,3,2,1,2,0,L,13,12,12
461,BG,F,16,U,>=4,J,1.0,servicios,servicios,optativas,padre,4,1.0,0,si,si,no,si,no,si,si,si,5.0,5,5,5,5,0,L,10,10,16
462,BG,F,16,U,<4,J,1.0,casa,casa,optativas,madre,1,1.0,0,no,no,no,no,si,si,si,no,3.0,4,4,3,1,2,M,14,14,13
463,BG,F,16,U,<4,J,3.0,otros,sanidad,optativas,padre,2,2.0,0,no,si,no,si,si,si,si,si,4.0,2,2,1,5,2,L,14,12,13
464,BG,F,15,U,>=4,J,1.5,casa,otros,optativas,madre,1,2.0,0,no,si,si,no,no,si,si,no,4.0,3,2,1,5,2,M,10,11,11
465,IC,F,17,R,>=4,J,1.5,otros,servicios,optativas,padre,2,2.0,0,no,no,no,no,no,si,no,no,3.0,2,2,1,3,0,M,12,11,12
466,IC,F,18,R,>=4,J,1.0,casa,otros,otros,madre,1,2.0,1,no,si,no,no,si,si,si,si,4.0,3,2,1,5,9,L,7,7,7
467,BG,F,15,U,>=4,J,2.5,servicios,otros,cercania,madre,2,2.0,0,si,si,no,no,si,si,si,no,4.0,3,5,1,2,16,L,11,10,10
468,BG,F,15,U,<4,J,3.0,sanidad,otros,otros,madre,1,2.0,0,no,si,no,no,si,si,si,no,4.0,3,3,1,5,0,L,16,14,16
469,BG,F,17,U,>=4,J,2.5,sanidad,sanidad,reputacion,padre,1,4.0,0,no,si,si,si,no,si,si,no,5.0,2,2,1,5,0,M,17,17,18
470,BG,F,19,U,>=4,J,0.5,casa,otros,optativas,otros,1,2.0,2,no,si,no,no,no,no,no,no,3.0,4,2,1,5,0,L,9,10,11
471,IC,M,15,U,>=4,J,3.0,servicios,servicios,optativas,padre,2,1.0,0,no,si,no,si,no,si,si,no,4.0,3,3,3,3,11,L,12,10,11
472,BG,M,18,U,<4,J,1.0,otros,otros,optativas,madre,1,1.0,3,no,no,no,no,si,no,si,si,2.0,3,5,3,4,0,M,6,5,0
473,IC,F,16,U,>=4,J,1.0,casa,otros,optativas,padre,1,2.0,0,no,si,no,no,no,si,no,si,5.0,4,3,2,2,0,L,13,14,15
474,IC,M,18,U,<4,J,4.0,servicios,otros,reputacion,madre,1,1.0,0,no,si,no,si,si,si,si,no,5.0,4,5,1,5,3,L,17,17,17
475,BG,F,18,U,>=4,J,1.5,otros,otros,optativas,otros,2,3.0,0,no,si,no,no,no,si,si,si,4.0,4,4,1,3,10,L,12,10,11
476,IC,F,16,U,>=4,S,2.5,servicios,casa,optativas,madre,2,2.0,2,no,si,no,si,si,si,no,si,2.0,5,5,1,1,8,L,5,5,7
477,IC,F,18,U,>=4,J,3.0,servicios,servicios,optativas,padre,1,2.0,0,no,si,no,no,si,si,no,si,5.0,3,4,1,5,0,M,10,9,9
478,BG,M,15,U,>=4,S,3.0,otros,servicios,reputacion,madre,1,4.0,0,no,si,no,si,no,si,si,si,1.0,3,3,5,3,0,L,11,12,12
479,BG,F,16,U,>=4,J,2.0,servicios,docencia,otros,madre,1,2.0,0,si,no,no,no,si,si,si,no,2.0,3,1,1,3,2,M,16,16,17
480,BG,M,18,R,<4,J,3.0,otros,servicios,optativas,madre,1,2.0,0,no,si,no,no,si,si,si,si,4.0,3,3,2,5,8,L,10,9,10
481,BG,F,16,U,>=4,J,1.5,casa,otros,cercania,madre,2,1.0,0,no,si,si,no,si,si,no,no,4.0,3,2,2,5,6,M,9,9,10
482,IC,F,20,U,>=4,J,3.0,casa,servicios,otros,madre,2,2.0,1,no,no,no,si,si,si,si,si,3.0,3,4,3,3,8,L,11,9,10
483,BG,F,15,U,>=4,J,1.5,casa,servicios,optativas,madre,1,2.0,0,no,no,no,no,no,si,si,no,3.0,2,3,1,1,0,L,14,14,14
484,IC,M,20,R,>=4,J,1.0,otros,otros,optativas,otros,2,1.0,1,no,si,no,no,si,no,si,si,4.0,4,3,3,4,12,L,8,11,10
485,BG,F,18,U,<4,J,1.5,servicios,casa,reputacion,madre,1,2.0,1,no,no,no,no,si,si,si,si,4.0,4,3,1,5,12,M,12,12,13
486,BG,F,16,U,>=4,J,2.5,docencia,servicios,cercania,madre,2,2.0,0,no,si,si,si,si,si,si,no,5.0,3,3,1,1,0,M,11,10,10
487,IC,F,19,U,<4,J,2.5,servicios,servicios,cercania,otros,2,2.0,2,no,no,no,si,si,si,no,si,3.0,2,2,1,3,4,M,7,7,9
488,BG,F,18,U,<4,S,3.0,servicios,otros,optativas,madre,2,2.0,1,no,si,no,no,si,si,si,no,4.0,3,3,1,3,18,L,10,10,10
489,BG,M,17,R,>=4,J,2.0,otros,servicios,otros,madre,2,1.0,0,no,no,no,no,no,no,no,no,5.0,2,2,1,4,0,L,9,10,10
490,BG,M,17,U,<4,J,4.0,docencia,otros,reputacion,madre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,4,4,2,5,0,L,11,9,10
491,BG,F,17,R,>=4,S,2.5,otros,otros,cercania,madre,1,2.0,0,no,si,si,no,si,si,si,no,4.0,3,3,2,2,4,M,9,10,10
492,BG,F,17,U,>=4,J,3.0,otros,docencia,optativas,madre,1,1.0,0,si,si,no,no,si,si,no,si,4.0,2,1,1,4,0,M,11,11,12
493,BG,F,16,U,>=4,S,2.0,otros,otros,reputacion,madre,1,2.0,0,si,si,no,no,si,si,si,no,3.0,3,4,1,4,0,L,13,13,13
494,IC,F,15,R,<4,J,2.0,otros,otros,otros,padre,1,3.0,0,si,si,no,no,si,si,no,no,4.0,4,3,2,5,2,L,14,11,12
495,BG,M,16,U,>=4,J,2.0,servicios,otros,reputacion,padre,2,2.0,1,no,no,si,si,no,si,si,no,4.0,4,2,1,3,12,M,11,10,10
496,BG,M,15,U,<4,J,2.0,servicios,servicios,cercania,madre,2,2.0,0,no,no,si,si,si,si,si,no,5.0,3,3,2,4,4,M,15,15,15
497,BG,M,17,R,<4,J,1.5,otros,otros,reputacion,madre,1,1.0,0,no,no,no,no,si,si,no,no,2.0,2,2,3,5,8,M,16,12,13
498,BG,F,18,U,>=4,J,2.5,otros,servicios,otros,madre,1,3.0,0,no,no,no,no,si,si,si,si,5.0,4,3,2,1,4,L,14,16,17
499,BG,M,16,U,>=4,J,4.0,servicios,servicios,otros,madre,1,1.0,0,si,si,no,si,si,si,si,no,4.0,5,5,5,4,12,L,9,9,8
500,BG,M,18,U,<4,J,2.0,otros,otros,optativas,madre,1,4.0,0,no,si,no,si,si,si,si,no,4.0,5,5,3,5,2,M,9,8,8
501,BG,F,15,U,>=4,J,2.0,servicios,otros,reputacion,padre,3,3.0,0,no,si,no,si,si,si,si,no,5.0,2,2,1,4,0,L,10,12,13
502,BG,F,16,U,>=4,J,2.0,servicios,servicios,cercania,madre,1,1.0,0,no,si,no,no,no,si,si,no,1.0,2,2,2,5,6,L,10,11,12
503,BG,M,15,U,>=4,J,4.0,otros,docencia,reputacion,padre,2,2.0,0,no,si,no,si,si,si,no,no,4.0,4,3,1,2,2,M,11,13,14
504,BG,M,16,U,>=4,J,2.0,otros,otros,reputacion,madre,1,1.0,0,no,no,no,si,si,si,no,no,5.0,3,2,2,5,2,M,12,12,14
505,BG,F,16,U,<4,J,1.0,casa,casa,optativas,madre,1,1.0,0,no,no,no,no,si,si,si,no,3.0,4,4,3,1,4,L,10,11,11
506,BG,F,19,U,<4,S,1.0,otros,otros,optativas,otros,3,2.0,2,no,si,no,no,no,si,si,si,5.0,3,4,1,4,2,L,8,8,9
507,BG,F,15,U,>=4,J,2.5,servicios,otros,cercania,madre,2,2.0,0,si,si,si,no,si,si,si,no,4.0,3,5,1,2,26,M,7,6,6
508,BG,F,16,U,>=4,J,2.0,casa,otros,cercania,madre,1,2.0,1,si,no,no,si,si,si,si,no,3.0,1,2,1,5,12,L,8,10,10
509,BG,M,15,R,>=4,J,1.5,sanidad,servicios,reputacion,madre,1,2.0,0,no,no,no,si,si,si,si,si,5.0,4,2,1,5,4,L,10,9,10
510,IC,M,17,R,<4,J,1.5,casa,servicios,reputacion,madre,1,1.0,0,no,si,no,si,si,si,si,no,5.0,5,5,5,3,4,L,10,11,11
511,BG,M,15,U,>=4,J,2.5,otros,otros,cercania,madre,1,3.0,0,si,no,no,no,no,si,si,no,4.0,3,2,1,5,2,L,10,9,9
512,IC,M,19,R,>=4,J,1.0,otros,servicios,cercania,otros,3,2.0,1,no,no,no,no,si,si,si,no,5.0,4,4,3,2,8,L,10,9,11
513,BG,M,17,R,>=4,J,1.5,casa,casa,cercania,madre,1,2.0,0,no,si,no,si,no,si,no,si,3.0,5,2,2,1,2,L,16,17,18
514,BG,F,17,U,>=4,J,3.5,docencia,docencia,optativas,madre,2,3.0,0,no,si,si,no,no,si,si,si,4.0,3,3,1,4,4,M,14,14,14
515,BG,F,16,U,>=4,J,3.0,servicios,otros,optativas,madre,1,2.0,0,no,si,si,no,si,si,si,no,4.0,2,3,1,5,2,L,16,15,16
516,IC,F,15,R,<4,J,1.5,casa,otros,cercania,madre,2,1.0,0,no,no,no,no,si,no,no,no,1.0,3,4,1,1,0,L,6,8,9
517,BG,F,18,U,>=4,J,2.5,otros,docencia,cercania,madre,1,2.0,0,si,si,no,no,no,si,no,si,3.0,4,4,1,5,2,L,10,10,11
518,BG,F,17,U,>=4,J,2.5,otros,otros,optativas,madre,1,2.0,0,no,no,no,si,no,si,si,no,5.0,3,4,2,3,10,M,16,15,15
519,BG,F,18,U,>=4,J,1.5,otros,otros,optativas,otros,2,3.0,0,no,si,si,no,no,si,si,si,4.0,4,4,1,3,0,M,7,0,0
520,BG,F,17,R,>=4,J,3.5,docencia,otros,reputacion,madre,2,3.0,0,no,si,si,si,si,si,si,si,4.0,4,2,1,4,6,M,7,7,7
521,IC,M,17,U,>=4,J,2.5,otros,servicios,cercania,padre,2,2.0,0,no,no,no,si,si,si,si,no,4.0,4,3,1,3,4,L,14,15,16
522,IC,M,18,R,<4,J,1.5,casa,servicios,otros,padre,3,1.0,0,no,si,no,si,si,no,si,si,4.0,3,3,2,3,3,L,9,10,10
523,BG,F,17,U,>=4,J,2.0,servicios,servicios,optativas,padre,1,3.0,0,no,si,no,no,no,si,si,no,3.0,4,3,2,5,1,M,12,14,15
524,BG,F,16,U,>=4,J,2.0,otros,otros,cercania,madre,1,2.0,0,no,si,no,no,no,si,si,no,5.0,1,5,1,4,0,L,12,12,13
525,BG,M,18,U,<4,J,4.0,docencia,docencia,cercania,madre,1,1.0,0,no,si,no,no,si,si,si,si,1.0,4,2,2,1,0,L,18,18,17
526,BG,M,16,U,<4,J,1.0,servicios,otros,optativas,madre,1,2.0,1,no,no,no,no,si,si,no,si,4.0,4,4,2,5,0,M,14,12,12
527,BG,M,16,U,>=4,J,4.0,sanidad,otros,reputacion,padre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,2,4,3,1,0,L,13,13,14
528,BG,F,15,U,>=4,J,3.0,sanidad,servicios,cercania,madre,1,3.0,0,no,si,si,si,si,si,si,si,3.0,2,2,1,5,2,M,15,14,15
529,BG,M,16,U,>=4,J,3.0,otros,servicios,cercania,padre,2,1.0,0,no,no,no,si,si,si,si,no,5.0,4,2,1,5,0,M,13,14,13
530,BG,F,17,R,<4,J,2.5,servicios,servicios,optativas,madre,1,3.0,0,no,si,no,si,si,si,si,no,3.0,3,2,2,3,0,L,11,11,10
531,BG,M,15,U,>=4,J,3.0,docencia,otros,cercania,madre,1,2.0,0,no,si,si,no,si,si,no,no,4.0,3,3,2,5,2,M,15,15,14
532,BG,F,17,R,<4,J,1.5,casa,otros,optativas,madre,2,3.0,0,no,no,no,si,si,si,si,no,4.0,3,3,2,5,4,L,15,14,15
533,BG,F,17,U,>=4,J,3.5,casa,servicios,cercania,madre,1,3.0,1,no,si,si,no,si,si,si,si,4.0,4,3,3,5,14,L,8,9,8
534,BG,F,20,R,>=4,J,1.5,otros,otros,optativas,otros,2,2.0,0,no,si,si,si,si,no,si,si,1.0,2,3,1,2,8,L,10,12,12
535,BG,F,18,R,>=4,J,2.5,casa,otros,optativas,madre,2,4.0,0,no,no,no,si,si,si,no,no,4.0,4,4,1,4,6,L,14,13,14
536,IC,F,18,R,>=4,J,2.0,servicios,otros,cercania,madre,2,3.0,0,no,no,no,no,si,si,si,si,4.0,2,1,1,4,5,L,14,14,15
537,BG,F,19,U,<4,S,2.5,casa,otros,cercania,otros,2,1.0,1,no,no,no,no,si,no,si,no,2.0,2,3,3,5,16,L,10,11,11
538,BG,F,18,U,<4,J,2.5,docencia,otros,optativas,madre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,2,2,1,3,0,L,14,17,17
539,IC,F,16,R,>=4,J,2.5,casa,servicios,otros,madre,2,2.0,0,no,si,no,si,si,si,si,no,3.0,3,3,1,2,0,L,8,10,10
540,IC,F,17,R,>=4,J,1.5,otros,otros,optativas,madre,1,1.0,0,no,no,no,si,si,si,si,no,3.0,5,5,2,1,14,M,6,5,5
541,BG,M,16,U,>=4,J,1.0,otros,otros,otros,madre,1,1.0,0,no,no,no,no,no,si,si,no,4.0,3,2,3,5,0,L,11,12,11
542,BG,M,16,U,<4,J,1.5,casa,otros,optativas,madre,1,1.0,1,no,no,no,si,si,si,no,si,4.0,4,4,4,5,6,L,9,10,10
543,BG,M,15,U,>=4,J,3.5,sanidad,servicios,cercania,madre,1,2.0,0,no,si,si,no,no,si,si,no,5.0,4,2,3,5,0,M,9,11,12
544,IC,M,18,R,>=4,J,2.5,otros,otros,optativas,madre,2,1.0,1,no,si,no,no,no,si,si,no,2.0,5,5,5,5,10,M,11,13,13
545,BG,M,15,U,>=4,J,2.0,docencia,otros,optativas,madre,2,4.0,0,no,no,no,si,si,si,si,no,3.0,4,3,1,1,0,L,12,11,11
546,IC,F,16,R,>=4,J,2.0,otros,otros,optativas,padre,3,2.0,0,no,si,no,no,si,no,si,no,3.0,4,5,1,1,1,L,9,10,11
547,BG,F,16,U,>=4,J,3.5,docencia,servicios,cercania,madre,1,3.0,0,no,si,no,si,no,si,si,no,5.0,3,2,1,5,0,M,13,13,14
548,BG,M,15,R,>=4,J,4.0,otros,otros,cercania,padre,4,4.0,0,no,si,no,si,si,si,si,si,1.0,3,5,4,1,8,L,12,10,11
549,BG,F,18,R,>=4,J,2.0,otros,otros,cercania,madre,1,2.0,0,si,no,no,no,si,si,no,no,3.0,2,3,1,5,4,L,11,11,13
550,BG,F,19,U,>=4,J,3.0,otros,otros,reputacion,otros,1,4.0,0,no,si,si,si,si,si,si,no,4.0,3,3,1,3,10,M,8,8,8
551,BG,M,17,U,>=4,J,3.0,servicios,servicios,otros,madre,1,2.0,0,no,si,no,si,si,si,si,si,4.0,3,4,2,4,6,L,11,13,14
552,BG,F,15,U,<4,J,2.5,servicios,otros,reputacion,madre,1,2.0,0,no,si,no,no,si,si,si,no,4.0,4,4,1,5,4,L,12,11,11
553,BG,M,20,U,>=4,S,2.5,servicios,otros,optativas,otros,1,1.0,0,no,no,no,si,si,si,no,no,5.0,5,3,1,5,0,M,17,18,18
554,BG,F,17,U,<4,J,2.0,servicios,otros,optativas,madre,2,2.0,0,si,si,no,no,si,si,si,si,4.0,4,4,2,5,0,L,12,12,12
